# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  2 09:54:08 2025
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     TESS Input Catalog of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
3693,421.02,421,94986319,94986319.02,2,CP,05h27m24.79s,81.8532820,-14d16m36.26s,-14.2767400,-35.6870000,50.4500000,2458441.2806690,5.1976858,1.8810737,437.4376044,1.9257346,162.5917886,910.7399798,9.2711000,74.7969000,5718.0000000,4.3565800,0.8601240,2021-10-21 22:08:38,2022-01-12 12:02:22
3694,4210.01,4210,409315469,409315469.01,1,APC,07h19m05.39s,109.7724520,-14d58m14.12s,-14.9705880,-9.8270000,-0.6470000,2459251.2559430,1.0754208,1.0100000,4950.0000000,9.4122700,358.9470000,1212.0000000,12.9715000,393.0380000,4614.0000000,4.1600000,1.1700000,2021-07-12 14:39:20,2024-08-22 10:08:01
3695,4211.01,4211,385654601,385654601.01,1,PC,07h23m10.18s,110.7924220,-13d13m10.62s,-13.2196160,1.1570000,1.0650000,2459250.4689530,2.2715616,2.7410000,8190.0000000,,1884.6700000,1835.0000000,12.9289000,1523.5300000,6671.3000000,,,2021-07-12 14:39:20,2024-08-22 10:08:01
3696,4212.01,4212,126864892,126864892.01,1,APC,07h45m31.71s,116.3821130,-25d59m04.88s,-25.9846900,-6.1000000,0.3000000,2459252.9789610,2.3485025,1.8040000,3070.0000000,,2588.3200000,1987.0000000,11.9740000,1051.9200000,8807.8000000,,,2021-07-12 14:39:20,2024-08-22 10:08:01
3697,4213.01,4213,32408928,32408928.01,1,FP,07h49m54.21s,117.4758920,-10d22m54.85s,-10.3819040,-4.9250000,1.0180000,2459252.3224530,1.0435229,1.4760000,4970.0000000,9.0939100,2148.7300000,1896.0000000,12.6825000,656.3260000,6259.0000000,4.3400000,1.2300000,2021-07-12 14:39:20,2024-08-22 10:08:01
3698,4214.01,4214,409594381,409594381.01,1,PC,07h20m59.88s,110.2495100,-13d55m34.55s,-13.9262650,-0.3310000,-15.2270000,2459248.5414750,3.4913830,2.9990000,4650.0000000,11.1540000,555.5310000,1352.0000000,11.0071000,346.8810000,5936.5000000,4.2800000,1.5900000,2021-07-12 14:39:20,2024-08-22 10:08:01
3699,4215.01,4215,7274938,7274938.01,1,PC,07h35m20.72s,113.8363270,-11d00m05.76s,-11.0016010,-0.4290000,3.6030000,2459251.0938080,1.0994412,1.3940000,3860.0000000,11.0223000,2816.9200000,2029.0000000,13.0896000,1183.5300000,6915.0000000,4.1900000,1.6300000,2021-07-12 14:39:20,2024-08-22 10:08:01
3700,4216.01,4216,187861378,187861378.01,1,FP,07h25m10.37s,111.2932110,-08d37m12.19s,-8.6200520,-2.6940000,0.3750000,2459251.5318550,2.1816809,3.8300000,1280.0000000,,13037.6000000,2976.0000000,11.2486000,1675.7800000,8582.7000000,4.0800000,,2021-07-12 14:39:21,2024-08-22 10:08:01
3701,4217.01,4217,108939482,108939482.01,1,FP,07h30m55.16s,112.7298530,-28d41m03.36s,-28.6842660,-6.7050000,3.3760000,2459963.5927750,1.1870337,2.7329029,8164.5762553,10.6747149,3443.5604618,1953.7620867,13.5295000,927.7540000,6325.0000000,4.4100000,1.1588500,2021-07-12 14:39:21,2024-09-08 10:08:02
3702,4218.01,4218,142628514,142628514.01,1,PC,07h55m09.93s,118.7913690,-22d36m39.63s,-22.6110090,-4.6480000,0.1380000,2458514.6338370,2.6269521,3.5030000,12010.0000000,17.6062000,2547.7400000,1979.0000000,12.7868000,1016.9500000,6976.0000000,4.2200000,1.5800000,2021-07-12 14:39:21,2024-08-22 10:08:01
3703,4219.01,4219,114103136,114103136.01,1,FP,07h35m55.9s,113.9829090,-30d44m53.45s,-30.7481810,-9.6840000,7.8150000,2458515.1451730,1.1471548,1.4030000,2670.0000000,3.9011800,249.6260000,1107.0000000,16.0657000,695.7800000,3901.0000000,4.4700000,0.7500000,2021-07-12 14:39:21,2024-08-22 10:08:01
3704,422.01,422,117979455,117979455.01,1,APC,04h47m12.67s,71.8027960,-17d15m12.12s,-17.2533670,-79.9950000,-68.1980000,2458438.2921510,0.6333372,0.6217089,1063.7800027,4.4957089,9433.5511834,2513.5559230,8.9600000,124.5040000,5999.0000000,4.2200000,1.3465500,2019-02-08 16:19:52,2021-10-29 12:59:15
3705,4220.01,4220,346995484,346995484.01,1,PC,07h49m24.81s,117.3533950,-14d33m52.86s,-14.5646830,-4.8070000,2.5270000,2459251.1187010,1.9138779,2.3520000,18720.0000000,,2433.2600000,1956.0000000,13.4750000,1289.8900000,7246.0000000,,,2021-07-12 14:39:21,2024-08-22 10:08:01
3706,4221.01,4221,334252687,334252687.01,1,PC,07h47m13.59s,116.8066240,-14d33m29.48s,-14.5581900,-1.7360000,-1.2680000,2459249.3043480,2.8395663,2.1000000,9860.0000000,,412.4040000,1255.0000000,12.8542000,746.0580000,5858.0000000,,,2021-07-12 14:39:21,2024-08-22 10:08:01
3707,4222.01,4222,318054782,318054782.01,1,FP,07h23m28.34s,110.8680870,+03d08m05.81s,3.1349480,-3.7200000,-4.6360000,2459226.9227520,0.8335712,1.5090000,3340.0000000,12.5164000,3359.5300000,2120.0000000,12.9913000,1246.2100000,6158.0000000,3.8700000,2.0900000,2021-07-12 14:39:21,2024-08-22 10:08:01
3708,4223.01,4223,157088184,157088184.01,1,PC,06h59m13.77s,104.8073930,-37d27m07.27s,-37.4520200,-6.1480000,7.7250000,2459244.7808230,7.2654708,3.5680000,13930.0000000,13.0064000,181.4350000,1022.0000000,12.8006000,502.5840000,5944.0000000,4.4300000,1.0500000,2021-07-12 14:39:22,2024-08-22 10:08:01
3709,4224.01,4224,148667071,148667071.01,1,PC,07h38m59.5s,114.7479070,-30d34m31.01s,-30.5752810,-5.5350000,-4.4330000,2459963.7215180,1.1613470,2.4710000,4320.0000000,10.7619000,6500.6400000,2501.0000000,12.2815000,715.2340000,6289.0000000,4.1100000,1.6200000,2021-07-12 14:39:22,2024-08-22 10:08:01
3710,4225.01,4225,141405814,141405814.01,1,FP,07h48m29.07s,117.1211120,-19d20m24.75s,-19.3402070,-2.3770000,0.8060000,2460717.4570760,1.1355457,2.6300000,393.5764226,21.5263238,47965.7000000,4122.0000000,9.7402000,1658.7500000,10262.0000000,,7.0369300,2021-07-12 14:39:22,2025-08-12 16:00:01
3711,4226.01,4226,127328218,127328218.01,1,PC,07h47m51.46s,116.9644250,-25d34m04.57s,-25.5679360,-8.7000000,2.3000000,2459963.3562580,2.9628955,1.9090000,4610.0000000,14.7038000,1606.4100000,,11.5637000,867.4970000,7998.0000000,,2.0400000,2021-07-12 14:39:22,2024-08-22 10:08:01
3712,4227.01,4227,99081059,99081059.01,1,PC,07h10m50.29s,107.7095370,-20d03m19.1s,-20.0553050,-0.9380000,-3.3380000,2459250.4396650,3.4169475,2.4540000,6880.0000000,13.7893000,705.6070000,1435.0000000,12.5536000,857.7080000,6610.0000000,4.1600000,1.6300000,2021-07-12 14:39:22,2024-08-22 10:08:01
3713,4228.01,4228,415143674,415143674.01,1,PC,07h38m15.85s,114.5660220,-23d48m16.47s,-23.8045760,-3.4530000,6.6560000,2459965.2520970,6.0219203,6.6297461,14130.5442597,19.1085522,631.2157212,1278.3924624,13.5444000,1114.0100000,5932.0000000,4.0700000,1.5861800,2021-07-12 14:39:22,2024-09-10 10:08:02
3714,4229.01,4229,319282294,319282294.01,1,FP,07h21m10.63s,110.2942910,-09d30m02.15s,-9.5005980,-1.0760000,1.8270000,2458514.9682820,1.1385671,1.8970000,6220.0000000,16.0326000,13181.3000000,2985.0000000,13.5964000,2348.8600000,9024.0000000,4.1900000,2.0000000,2021-07-12 14:39:22,2024-08-22 10:08:01
3715,423.01,423,43647325,43647325.01,1,KP,05h04m19.65s,76.0818910,-06d13m47.21s,-6.2297800,20.6640000,10.8220000,2459176.7684530,3.1615697,3.1425792,17482.2328085,14.8619546,758.1026175,1338.2946709,10.4408000,202.2180000,6072.0000000,4.4100000,1.0977401,2019-02-08 16:19:52,2021-12-02 16:02:01
3716,4230.01,4230,128127712,128127712.01,1,PC,07h50m41.55s,117.6731250,-26d31m33.53s,-26.5259800,,,2459963.1579180,1.9401022,2.4525242,6596.3715030,,1077.9282958,1461.3936558,12.6356000,,5436.9000000,,,2021-07-12 14:39:23,2024-09-07 10:08:02
3717,4231.01,4231,127895118,127895118.01,1,PC,07h49m53.31s,117.4721210,-28d21m12.54s,-28.3534840,-2.7770000,3.3730000,2459965.9232120,3.2970252,2.2790000,6550.0000000,13.4619000,2098.6700000,1885.0000000,12.3563000,1175.9600000,8945.0000000,4.3500000,1.6700000,2021-07-12 14:39:23,2024-08-22 10:08:01
3718,4232.01,4232,126357909,126357909.01,1,FP,07h43m14.3s,115.8095690,-26d14m21.45s,-26.2392910,-17.1360000,8.5530000,2458513.9576170,1.2247985,1.6450000,7640.0000000,8.3253100,1294.2400000,1670.0000000,13.5184000,591.3820000,5699.0000000,4.5500000,0.8900000,2021-07-12 14:39:23,2024-08-22 10:08:01
3719,4233.01,4233,113295476,113295476.01,1,FP,07h33m03.98s,113.2666020,-30d06m14.75s,-30.1040960,-5.1720000,9.2710000,2458514.8243420,1.8204430,2.6430000,7330.0000000,16.6319000,2155.4800000,1898.0000000,13.5689000,1469.5300000,6079.0000000,3.9200000,1.9400000,2021-07-12 14:39:23,2025-02-18 12:03:47
3720,4234.01,4234,81055189,81055189.01,1,PC,07h05m25.22s,106.3550660,-21d06m34.29s,-21.1095260,-1.8540000,12.2050000,2458515.9253710,0.9082320,2.2800000,5020.0000000,8.5432200,7791.4600000,2617.0000000,13.5392000,1003.0300000,6481.0000000,4.3800000,1.2300000,2021-07-12 14:39:23,2024-08-22 10:08:01
3721,4235.01,4235,157528286,157528286.01,1,FP,07h06m31.95s,106.6331130,-38d03m16.19s,-38.0544960,-1.9260000,4.0190000,2459251.0397900,1.6562803,0.9290000,5610.0000000,9.5449500,291.7780000,1151.0000000,13.0556000,706.6790000,6044.0000000,4.2900000,1.2500000,2021-07-12 14:39:23,2024-08-22 10:08:01
3722,4236.01,4236,36227841,36227841.01,1,PC,09h59m24.92s,149.8538130,-45d26m57.67s,-45.4493530,-6.0030000,3.4990000,2459988.4481880,0.4021401,1.1432107,3337.1746961,22.9091656,17100.1000000,3185.0000000,12.7411000,1171.0900000,6115.0000000,3.7200000,2.4475300,2021-07-12 14:44:35,2024-09-07 10:08:02
3723,4237.01,4237,30825828,30825828.01,1,PC,08h59m01.49s,134.7562090,-42d11m12.49s,-42.1868030,-12.5280000,6.7620000,2459275.5470410,3.0482015,2.4330000,7620.0000000,,464.6750000,1293.0000000,13.1731000,616.4090000,5774.7000000,,,2021-07-12 14:44:35,2024-08-22 10:08:01
3724,4238.01,4238,24615998,24615998.01,1,PC,09h25m35.03s,141.3959460,-33d13m46.03s,-33.2294540,-6.3450000,7.7200000,2459277.6371940,1.2732245,1.6340000,23100.0000000,13.8628000,1086.1100000,1599.0000000,13.3502000,395.5730000,4973.0000000,4.4900000,0.8500000,2021-07-12 14:44:35,2024-08-22 10:08:01
3725,4239.01,4239,22121296,22121296.01,1,PC,09h54m15.77s,148.5657100,-25d05m36.9s,-25.0935820,-6.6260000,2.2540000,2459989.2245490,2.8123314,4.7153653,7201.8344297,16.8822046,3098.3194662,1902.8357335,12.7797000,1126.2500000,6614.0000000,4.0500000,1.8464600,2021-07-12 14:44:35,2024-09-10 10:08:02
3726,424.01,424,117979694,117979694.01,1,FP,04h47m41.11s,71.9212740,-17d44m42.01s,-17.7450040,-13.7620000,19.5670000,2459199.4472260,1.9784257,2.1060000,720.0000000,2.0214300,600.0200000,1378.0000000,10.5094000,103.6900000,5059.0000000,4.6100000,0.7500000,2019-02-08 16:19:52,2025-01-14 16:02:02
3727,4240.01,4240,19547831,19547831.01,1,PC,09h18m38.8s,139.6616570,-32d44m55.39s,-32.7487190,-6.1860000,4.5420000,2459996.4573790,10.1238604,2.2390000,7090.0000000,15.7944000,79.2946000,831.0000000,12.6943000,949.3560000,6531.0000000,4.0500000,1.8100000,2021-07-12 14:44:35,2024-08-22 10:08:01
3728,4241.01,4241,4102368,4102368.01,1,PC,09h21m18.8s,140.3283360,-39d19m30.06s,-39.3250170,-10.3930000,-10.9510000,2459990.9651350,3.1118943,2.7610000,16660.0000000,14.3339000,406.9450000,1251.0000000,13.6438000,598.0010000,5412.6000000,,1.0800000,2021-07-12 14:44:36,2024-08-22 10:08:01
3729,4242.01,4242,445582110,445582110.01,1,PC,07h32m42.03s,113.1751300,-51d59m53.33s,-51.9981480,-0.1830000,14.8380000,2459963.1118420,3.0579913,3.1256070,7764.9825702,14.2454281,1601.6545359,1613.4739633,12.4688000,656.6000000,5967.0000000,4.0700000,1.5943600,2021-07-12 14:44:36,2024-09-08 10:08:02
3730,4243.01,4243,400683848,400683848.01,1,PC,08h57m29.12s,134.3713240,-52d02m22.49s,-52.0395810,-0.7000000,-9.1920000,2459988.5044470,1.0886286,2.4298631,412.1764427,8.7147619,47343.5105940,3762.1392317,10.7492000,650.1910000,6127.0000000,3.2500000,4.2160501,2021-07-12 14:44:36,2024-09-06 10:08:02
3731,4244.01,4244,393340920,393340920.01,1,PC,08h42m50.25s,130.7093870,-46d12m47.98s,-46.2133270,0.0500000,0.8870000,2459990.2308420,1.8665254,3.1090000,3606.0000000,10.2057000,2933.4600000,2050.0000000,12.4027000,767.8460000,6310.3000000,,1.6100000,2021-07-12 14:44:36,2025-05-16 12:03:36
3732,4245.01,4245,52928939,52928939.01,1,PC,08h23m13.5s,125.8062370,-45d47m32.85s,-45.7924580,-17.4100000,28.2140000,2459963.8264930,3.1527177,1.8963737,4102.6968156,5.7168495,316.3922274,1075.6629276,11.7519000,211.1830000,5093.0000000,4.5200000,0.8008410,2021-07-12 14:44:36,2024-09-08 10:08:02
3733,4246.01,4246,291465998,291465998.01,1,PC,07h24m26.71s,111.1112710,-51d41m50.51s,-51.6973650,-3.6170000,-3.2770000,2459966.4260610,12.8860009,5.1376730,11434.9523427,12.0983571,122.2959140,848.1501366,12.9000000,600.7710000,6126.0000000,4.4100000,1.1132400,2021-07-12 14:44:36,2024-09-06 10:08:02
3734,4247.01,4247,286153328,286153328.01,1,PC,08h15m38.97s,123.9123620,-50d37m15.07s,-50.6208530,-46.7620000,19.7130000,2459965.6222140,4.3539599,3.4390219,41586.4865614,23.0280318,451.4099178,1175.6079755,13.5597000,631.7680000,5883.0000000,4.3900000,1.0952300,2021-07-12 14:44:36,2024-09-06 10:08:02
3735,4248.01,4248,190986054,190986054.01,1,PC,08h57m43.98s,134.4332360,-38d22m16.13s,-38.3711480,-18.7420000,10.3580000,2458561.8975440,5.1442317,5.8560000,4310.0000000,13.8382000,1708.0000000,1790.0000000,11.5480000,654.4750000,5936.0000000,4.1800000,2.0900000,2021-07-12 14:44:37,2024-08-22 10:08:01
3736,4249.01,4249,269568703,269568703.01,1,PC,07h57m55.37s,119.4807280,-52d39m03.72s,-52.6510340,-4.5330000,8.4460000,2459964.1504980,6.7726260,4.5920090,8606.4623591,19.1292000,203.5541234,963.3624750,13.5510000,,4360.5000000,,2.1200000,2021-07-12 14:44:37,2024-09-06 10:08:02
3737,425.01,425,169532369,169532369.01,1,FP,05h12m23.73s,78.0988770,-13d36m20.29s,-13.6056350,0.2460000,-4.7600000,2458440.3114300,3.6036400,3.7280000,6281.3200000,14.1007000,2312.7000000,1931.0000000,11.5781000,631.3850000,6896.7000000,4.1700000,1.6200000,2019-02-08 16:19:52,2021-12-07 16:02:02
3738,4250.01,4250,269249506,269249506.01,1,PC,07h55m12.1s,118.8004310,-48d42m11.33s,-48.7031460,-2.5740000,1.1160000,2459272.1380980,4.0185922,4.4700000,6230.0000000,13.9642000,2154.0200000,1897.0000000,13.4202000,1432.7800000,7156.0000000,4.1500000,1.7700000,2021-07-12 14:44:37,2024-08-22 10:08:01
3739,4251.01,4251,192520375,192520375.01,1,FP,09h12m12.55s,138.0522750,-39d39m28.54s,-39.6579280,-5.4960000,3.3480000,2459278.4863380,0.9109508,1.4730000,4720.0000000,13.0531000,18809.1000000,3262.0000000,12.5405000,1297.8700000,9421.0000000,4.3100000,1.7900000,2021-07-12 14:44:37,2024-08-22 10:08:01
3740,4252.01,4252,145038729,145038729.01,1,PC,08h46m52.81s,131.7200500,-51d11m27.66s,-51.1910170,-10.7680000,12.1230000,2459989.7053260,2.6085023,1.9206019,10431.5892384,13.8957666,1947.3076326,1694.2534985,12.6583000,631.3200000,7302.0000000,4.4900000,1.2122999,2021-07-12 14:44:37,2024-09-06 10:08:02
3741,4253.01,4253,145249556,145249556.01,1,PC,08h47m52.7s,131.9695970,-50d28m14.18s,-50.4706060,-4.2110000,10.6590000,2459990.5014060,3.4192373,3.3733900,19414.5446339,,506.3361054,1209.8442751,12.9027000,884.1500000,5658.5000000,,,2021-07-12 14:44:37,2024-09-06 10:08:02
3742,4254.01,4254,92744152,92744152.01,1,PC,08h35m42.6s,128.9274890,-53d49m41.74s,-53.8282600,-2.9550000,4.3880000,2459963.4429600,1.1462769,2.7834681,4058.2232173,14.1198099,12500.9173208,2696.8402433,12.5347000,955.1910000,6416.0000000,3.9000000,2.1185400,2021-07-12 14:44:37,2024-09-06 10:08:02
3743,4255.01,4255,82302240,82302240.01,1,FP,08h17m24.35s,124.3514470,-45d24m23.55s,-45.4065430,-3.2600000,6.8000000,2459964.8059100,2.5057108,1.9620000,3170.0000000,12.9673000,2430.5600000,1956.0000000,12.5225000,1131.5800000,8330.0000000,4.0400000,2.2600000,2021-07-12 14:44:38,2025-02-12 12:03:37
3744,4256.01,4256,77102895,77102895.01,1,FP,09h24m59.48s,141.2478140,-42d47m59.15s,-42.7997650,-7.4200000,8.1190000,2459303.4750370,1.0962372,2.3360000,2460.0000000,15.7533000,6446.8000000,2496.0000000,12.7158000,1391.5100000,6519.0000000,3.5400000,3.2500000,2021-07-12 14:44:38,2024-08-22 10:08:01
3745,4257.01,4257,75208638,75208638.01,1,FP,09h14m57.86s,138.7410960,-45d07m22.69s,-45.1229690,-10.6170000,7.2920000,2459990.7129090,4.6512523,2.2510000,3110.0000000,6.2293600,432.0380000,1270.0000000,11.7159000,407.3740000,7192.0000000,4.5600000,1.1000000,2021-07-12 14:44:38,2024-08-22 10:08:01
3746,4258.01,4258,74484886,74484886.01,1,FP,09h09m57.69s,137.4903770,-43d12m06.19s,-43.2017190,-3.1380000,0.4560000,2459298.0333220,3.8505662,2.4990000,6070.0000000,16.5768000,475.6930000,1301.0000000,13.3285000,1080.6600000,6353.0000000,3.8800000,2.1300000,2021-07-12 14:44:38,2024-08-22 10:08:01
3747,4259.01,4259,268643535,268643535.01,1,PC,07h49m19.21s,117.3300480,-51d15m42.14s,-51.2617060,-3.9920000,0.5080000,2459963.4566780,8.9612626,1.8325932,11333.9389745,17.0901716,235.8695308,999.5113045,11.9452000,390.5870000,5435.5000000,,1.1706899,2021-07-12 14:44:38,2024-09-06 10:08:02
3748,426.01,426,189013224,189013224.01,1,PC,05h16m24.53s,79.1021930,-15d30m36.87s,-15.5102420,5.4560000,-25.5890000,2458438.5240660,1.3205037,2.0155519,469.4537481,2.1611735,1677.1571947,1632.1617353,9.5968900,113.5900000,5731.0000000,4.4600000,0.9892600,2019-02-08 16:19:52,2023-12-15 12:02:56
3749,4260.01,4260,74967390,74967390.01,1,PC,09h13m40.9s,138.4204070,-43d10m49.71s,-43.1804760,-18.4100000,13.0450000,2459297.7361020,5.4588359,4.5550000,3290.0000000,8.5931900,809.8230000,1486.0000000,12.1899000,764.8500000,6349.0000000,,1.4100000,2021-07-12 14:44:38,2024-08-22 10:08:01
3750,4261.01,4261,74197917,74197917.01,1,FP,09h09m08.41s,137.2850310,-46d11m04.74s,-46.1846490,-2.6820000,2.3270000,2460015.8348210,1.5040804,2.9550000,6130.0000000,,558.5670000,1354.0000000,13.7682000,,3810.2000000,,,2021-07-12 14:44:38,2024-08-22 10:08:01
3751,4262.01,4262,53365065,53365065.01,1,PC,08h25m20.5s,126.3354150,-47d02m34.97s,-47.0430460,-18.5220000,19.4340000,2459966.0356550,5.9977892,4.4957853,7349.0892262,11.3637133,547.2130805,1233.5559917,11.1882000,337.2090000,6613.0000000,4.3600000,1.2860301,2021-07-12 14:44:39,2024-09-06 10:08:02
3752,4263.01,4263,48276576,48276576.01,1,FP,09h52m20.79s,148.0866400,-34d57m28.4s,-34.9578900,-6.7080000,3.5850000,2459989.0547510,0.8334976,1.4521440,3841.4834968,9.0185699,7232.8618655,2352.0540215,13.5379000,1001.7700000,6071.0000000,4.2000000,1.3925000,2021-07-12 14:44:39,2025-05-03 12:03:17
3753,4264.01,4264,45996325,45996325.01,1,PC,10h00m19.33s,150.0805350,-39d39m34.42s,-39.6595600,-7.0000000,-0.6000000,2459989.6711830,3.1580472,2.6816352,7782.0821448,8.3204000,562.9431543,1242.3268887,11.8471000,,7606.3000000,,1.0100000,2021-07-12 14:44:39,2024-09-06 10:08:02
3754,4265.01,4265,118308828,118308828.01,1,FP,08h34m48.37s,128.7015210,-56d19m54.58s,-56.3318280,-12.2940000,14.6600000,2459301.9333100,3.7353995,1.8360000,2360.0000000,8.6199300,230.4210000,1085.0000000,12.1162000,538.1140000,5895.0000000,4.1000000,1.5300000,2021-07-12 14:48:48,2025-03-01 12:03:38
3755,4266.01,4266,442050698,442050698.01,1,PC,09h43m06.88s,145.7786600,-58d30m38.79s,-58.5107760,-10.9560000,7.6070000,2459332.1498760,0.8118585,1.1020000,6450.0000000,16.3456000,832.7140000,1496.0000000,13.4530000,1039.1400000,5051.7000000,,1.9700000,2021-07-12 14:48:48,2024-08-22 10:08:01
3756,4267.01,4267,80783538,80783538.01,1,APC,11h04m16.86s,166.0702430,-49d49m17.39s,-49.8214980,-6.7070000,2.2030000,2460014.8538500,1.2125595,1.3440000,5110.0000000,11.1279000,1780.9900000,1809.0000000,13.0790000,963.8190000,6719.0000000,4.2500000,1.4800000,2021-07-12 14:48:48,2025-02-27 12:04:01
3757,4268.01,4268,341272282,341272282.01,1,FP,07h57m14.81s,119.3117240,-56d57m46.53s,-56.9629260,-22.2470000,6.0650000,2459304.0225780,0.8133123,1.0790000,310.0000000,4.3796300,6736.5900000,,11.0418000,433.1570000,8265.0000000,,2.1200000,2021-07-12 14:48:48,2024-08-22 10:08:01
3758,4269.01,4269,178657161,178657161.01,1,PC,11h03m26.14s,165.8589080,-44d16m07.59s,-44.2687760,-11.1870000,13.3010000,2459323.3318830,4.5766182,4.9120000,3770.0000000,,881.9780000,1527.0000000,12.4946000,575.4780000,5816.5000000,,,2021-07-12 14:48:48,2024-08-22 10:08:01
3759,427.01,427,70914192,70914192.01,1,APC,04h18m37.7s,64.6570830,-17d25m11.4s,-17.4198330,5.7730000,4.4410000,2459199.0096990,0.6090253,1.0990000,6100.0000000,15.1945000,8004.3400000,2635.0000000,10.3610000,151.0540000,5271.7000000,4.3400000,1.0200000,2019-02-08 16:19:52,2021-10-29 12:59:15
3760,4270.01,4270,151920165,151920165.01,1,CP,11h14m15.33s,168.5638890,-37d54m36.48s,-37.9101330,-0.6320000,0.5440000,2459303.9742350,3.4671474,2.4050000,4770.0000000,11.6401000,391.8300000,1239.0000000,12.5695000,683.0620000,5886.0000000,4.0700000,1.5800000,2021-07-12 14:48:48,2024-08-22 10:08:01
3761,4271.01,4271,146842334,146842334.01,1,PC,10h43m35.15s,160.8964570,-47d15m22.79s,-47.2563310,4.5000000,3.5000000,2459329.6021720,4.5016988,4.7160000,4360.0000000,,820.4480000,1491.0000000,11.6930000,460.8190000,5829.0000000,,,2021-07-12 14:48:49,2024-08-22 10:08:01
3762,4272.01,4272,146664561,146664561.01,1,PC,10h39m55.1s,159.9795800,-43d46m13.4s,-43.7703890,-13.1130000,9.0120000,2459305.5604370,2.7302636,2.6450000,9410.0000000,13.7961000,945.7220000,1544.0000000,12.8441000,770.9370000,6307.0000000,4.2500000,1.3900000,2021-07-12 14:48:49,2024-08-22 10:08:01
3763,4273.01,4273,133331642,133331642.01,1,PC,09h59m00.34s,149.7514070,-48d11m55.18s,-48.1986620,-8.7290000,4.3910000,2459302.6235200,2.9346956,3.4470000,11160.0000000,23.8980000,1718.8800000,1793.0000000,13.3012000,1370.7200000,6728.0000000,3.9000000,2.2300000,2021-07-12 14:48:49,2024-08-22 10:08:01
3764,4274.01,4274,290388627,290388627.01,1,PC,11h34m52.36s,173.7181590,-63d26m44.95s,-63.4458190,-7.3360000,-0.1250000,2459359.9345300,0.4459299,1.2660000,14630.0000000,20.4459000,44946.6000000,4056.0000000,13.3992000,1321.2900000,8878.0000000,4.3300000,1.7000000,2021-07-12 14:50:51,2024-08-22 10:08:01
3765,4275.01,4275,363635669,363635669.01,1,FP,09h50m51.16s,147.7131570,-62d12m11.19s,-62.2031090,-4.7210000,-0.9820000,2460015.0587450,0.7617828,2.0029797,3487.6353826,,3748.9914891,1995.7142723,12.2951000,689.3480000,6132.7000000,,,2021-07-12 14:50:51,2025-02-06 12:03:34
3766,4276.01,4276,469811655,469811655.01,1,PC,19h59m54.03s,299.9751060,-73d52m33.36s,-73.8759340,-1.7100000,-89.0610000,2460098.7303560,11.8511620,3.1401245,5066.6012319,,96.5152588,799.4084682,12.0846000,,4983.0000000,,,2021-07-12 14:52:22,2024-08-22 10:08:01
3767,4277.01,4277,466682238,466682238.01,1,PC,19h41m24.31s,295.3512960,-76d13m11.52s,-76.2198670,6.4360000,-16.6520000,2460100.0068150,3.2738129,3.3060000,13200.0000000,14.6729000,786.2580000,1475.0000000,13.2152000,748.4160000,5976.0000000,4.2700000,1.2700000,2021-07-12 14:52:23,2024-08-22 10:08:01
3768,4278.01,4278,466222485,466222485.01,1,PC,20h11m28.41s,302.8683710,-64d20m46.62s,-64.3462820,-7.3500000,-3.7800000,2459058.6786620,1.7519943,1.6240000,4360.0000000,9.2362300,559.8920000,1355.0000000,13.0236000,688.7730000,5483.0000000,4.1400000,1.3900000,2021-07-12 14:52:23,2024-08-22 10:08:01
